Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2015-03-18,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",42.033,3312,6.8,en,"Fantasy, Comedy, Animation, Science Fiction, Family",https://image.tmdb.org/t/p/original/usFenYnk6mr8C62dB1MoAfSWMGR.jpg
2015-10-15,Woodlawn,Love and unity in a school torn by racism and hate in the 1970s.A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,42.022,145,7.0,en,Drama,https://image.tmdb.org/t/p/original/BJ1XNBBEiqaCM4SQhHYTrWqCfn.jpg
2005-05-17,Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,41.997,11189,7.4,en,"Science Fiction, Adventure, Action",https://image.tmdb.org/t/p/original/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg
2007-03-02,Zodiac,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",41.95,8177,7.5,en,"Crime, Drama, Mystery, Thriller",https://image.tmdb.org/t/p/original/hQhcbb8JvPFPkhaWUsG545d9LRD.jpg
2014-02-05,Halo: Nightfall,"Set between the events of Halo 4 and Halo 5: Guardians… Halo: Nightfall tells the dramatic story of legendary man hunter and Naval Intelligence Officer Jameson Locke and his team as they are caught in a horrific biological attack while investigating terrorist activity on the distant colony world of Sedra. As they unravel a plot that draws them to an ancient, hellish artifact, they will be forced to fight for their survival, question everything and ultimately choose between their loyalty and their lives.",41.925,105,7.0,en,Science Fiction,https://image.tmdb.org/t/p/original/dDtxMHBdspAvc0LbSVEougFuBkW.jpg
1990-10-19,Night of the Living Dead,"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",41.911,651,6.8,en,Horror,https://image.tmdb.org/t/p/original/isp4lCv08asTPNvv8Xe8oQK293n.jpg
2004-03-12,Three Steps Over Heaven,A bad boy and a socialite girl hook-up.,41.902,592,5.7,it,"Drama, Romance",https://image.tmdb.org/t/p/original/v1uyiF4pWzBhBlM5732XM0OnCCA.jpg
2001-10-26,Thir13en Ghosts,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",41.897,1579,6.2,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/j4UNVqRy1SqBjaf3f1uEBMuCgwb.jpg
2010-03-19,Diary of a Wimpy Kid,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",41.881,1224,6.2,en,"Comedy, Family",https://image.tmdb.org/t/p/original/ktTDyVA0raRmcsmM2HCVnrUKVlf.jpg
1989-03-18,Saint Seiya: Warriors of the Final Holy Battle,"The plot involves the coming of Lucifer to the Sanctuary, where his underlings systematically dispose of the surviving Gold Saints. Athena goes to Lucifer to ask for peace, placing herself in peril. The Bronze Saints must then come to her rescue, destroying Lucifer's Fallen Angels (Seima Tenshi in Japanese) in the process.",41.873,148,7.3,ja,"Action, Animation, Fantasy",https://image.tmdb.org/t/p/original/2cngWdiFwvtaOxnlQxNDYIRX8df.jpg
2011-03-19,One Piece 3D: Straw Hat Chase,"One Piece 3D: Straw Hat Chase is the 11th One Piece film of the series, and is set before the time-skip. This is One Piece's first movie release to be in 3D CGI. The movie is also the first One Piece film since Movie 3 to be a double-feature. This time, the film was featured with ""Toriko 3D: Gourmet Adventure"", both being billed as the ""Jump Heroes Film"". The double-feature was released on March 19, 2011.granmaster",41.873,103,6.7,ja,Animation,https://image.tmdb.org/t/p/original/cxA7j9wGNQCNyJcWjX43k5EC2WC.jpg
2018-04-13,Overboard,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",41.861,1129,6.6,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/41Rzkgo9y7n6BNGD6O8j0LVs8Yu.jpg
2008-12-26,Beethoven's Big Break,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",41.86,117,5.2,en,"Comedy, Family",https://image.tmdb.org/t/p/original/n6BFaobIdGWQhYI1uiq9gmY4FBq.jpg
2004-05-05,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,41.803,4734,6.3,en,"Horror, Adventure, Action",https://image.tmdb.org/t/p/original/gsFun8nATm52aGHeT8ueAel98nE.jpg
2011-02-18,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",41.802,3958,6.2,en,"Action, Thriller, Science Fiction, Adventure",https://image.tmdb.org/t/p/original/973sCL0OjAk2Igq46SDwhyDFv3n.jpg
2006-12-20,Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",41.747,2687,6.8,en,"Drama, Action",https://image.tmdb.org/t/p/original/bgheMOLFVkpiZ3KhG3PGrMAPdXn.jpg
2001-08-03,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",41.737,4058,6.9,en,"Comedy, Family, Romance",https://image.tmdb.org/t/p/original/wA4lgl8gmoICSShviCkEB61nIBB.jpg
2006-06-17,Death Note,"Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",41.732,500,6.9,ja,"Fantasy, Mystery, Thriller",https://image.tmdb.org/t/p/original/97nEMqXvr5STlFuhACmL8xSrH8f.jpg
2009-09-03,Tinker Bell and the Lost Treasure,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",41.709,772,6.7,en,"Animation, Family, Adventure, Fantasy",https://image.tmdb.org/t/p/original/hg1959yuBkHb4BKbIvETQSfxGCT.jpg
1996-11-15,Space Jam,"Jokes fly as the Tune Squad takes on the Nerdlucks in a hardcourt game to decide if the Looney Tunes remain here... or become attractions at a far-off galactic off-ramp called Moron Mountain. The Nerdlucks have a monstrous secret weapon: they've stolen the skills of top NBA stars like Charles Barkley and Patrick Ewing and become Monstars. But that's not all, folks. The Tune Squad’s secret weapon just happens to be the finest player in this or any other universe. He's outta this world. So's the fun.",41.684,4985,6.9,en,"Family, Animation, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/6h3FIr5CQFCBV8Xrv7XZLZbIQR0.jpg
2016-07-28,League of Gods,"During the reign of King Zhou (Tony Leung Ka-fai), an official enters his bedchamber, and is devoured by the monstrous tails of Daji (Fan Bingbing), his concubine. Outside their city, several warriors within a metal wagon discuss their strategies to free the Invisible People and their Chief, when Jiang Ziya (Jet Li) appears to them. He tells them that when King Zhou was younger, he let himself become possessed by the Black Dragon for his quest for power.",41.659,94,5.5,zh,"Action, Fantasy",https://image.tmdb.org/t/p/original/nMiTkBfAmXtCW2tbWHRiGb09Bjv.jpg
2021-04-02,Homunculus,"A homeless man meets a medical school student who pays him to volunteer for a surgical procedure known as trepanation, drilling a hole in his skull, which ends up giving him the ability to communicate with the dark side of people’s subconscious minds.",41.612,64,5.9,ja,"Drama, Thriller",https://image.tmdb.org/t/p/original/fnqmGW6N9fxEyPEylC2qT4bbUmd.jpg
2020-02-19,Beasts Clawing at Straws,"The destinies of hard-luck lowlifes slowly converge and come crashing down: Jung-man barely gets by working at a sauna and taking care of his sick mother until he finds a bag full of cash in the locker room; Tae-young is in trouble after his girlfriend runs away with the money he borrowed from a loan shark. Soon, a dead body mysteriously turns up; Mi-ran, caught between her husband’s violence and a dead-end job as a bar hostess, she finds a young lover, Jin-tae who offers to kill her husband… And now their dog-eat-dog game starts.",41.612,131,7.2,ko,"Mystery, Thriller, Crime, Comedy, Drama",https://image.tmdb.org/t/p/original/lO4hjVBxrVtMmupGraIR3c7Jq1Q.jpg
2009-03-04,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",41.569,7446,7.3,en,"Action, Mystery, Science Fiction",https://image.tmdb.org/t/p/original/aZvOkdo203bm1kpcY0A0Tn074ER.jpg
2014-08-06,Into the Storm,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",41.563,1698,6.0,en,"Action, Thriller",https://image.tmdb.org/t/p/original/kX4tEjFnXLKaa7hP8H9SuRsXxEt.jpg
2017-03-23,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",41.555,1176,6.3,en,"Family, Adventure, Animation, Comedy",https://image.tmdb.org/t/p/original/diYAZ6CKUuRAqLYMB2AyVutEFm0.jpg
2008-09-19,My Best Friend's Girl,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",41.53,589,5.7,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/2PN16HJY0QoQrQDfbgopzwAUL0U.jpg
1998-12-16,The Prince of Egypt,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",41.526,3106,7.2,en,"Adventure, Animation, Drama, Family",https://image.tmdb.org/t/p/original/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg
1985-06-07,The Goonies,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",41.505,4604,7.5,en,"Adventure, Comedy, Family",https://image.tmdb.org/t/p/original/oxz1HIdUjQN23IZQk4Gy7ozJBM0.jpg
2010-04-08,Date Night,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",41.478,2352,6.1,en,"Comedy, Action, Adventure",https://image.tmdb.org/t/p/original/3DQesDGFJ6l8lASDmv49KW161kP.jpg
1997-05-02,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",41.467,8809,7.5,en,"Adventure, Fantasy, Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg
2018-02-01,Braven,A logger defends his family from a group of dangerous drug runners.,41.42,800,6.2,en,"Drama, Action, Thriller",https://image.tmdb.org/t/p/original/253Bw5I3Zj3e2thCThjO7byEUCL.jpg
2015-07-28,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",41.345,3045,6.3,en,Comedy,https://image.tmdb.org/t/p/original/z79MzBerDAW2EOQZCobFTO4dJ7P.jpg
2021-06-25,Lucas,"Lucas just lost his father and everything around him is starting to crumble. One day he meets Alvaro, who offers him money in exchange for some innocent pictures. Álvaro will use them to create fake accounts in social media to “just talk”, he assures, with underage girls. Desperate for money, Lucas takes the deal.",41.337,17,5.9,es,Drama,https://image.tmdb.org/t/p/original/kHi7EN4nRBFV0xhQ3Rej57HjCpr.jpg
1993-08-13,Jason Goes to Hell: The Final Friday,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed. And once you know the chilling facts, you'll see him in your nightmares! And he'll see you in hell!",41.336,690,4.5,en,Horror,https://image.tmdb.org/t/p/original/uZNsMWE5o1PaBEUjfRYaeZga08q.jpg
2021-09-24,The Girl Who Killed Her Parents,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents Daniel Cravinhos's point of view of the events that led to the death of Marísia and Manfred von Richthofen, his girlfriend’s parents.",41.317,171,6.5,pt,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/7gqZyGlLjNKXIk8RBswqAGJygVz.jpg
1998-07-01,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",41.315,6449,6.8,en,"Action, Thriller, Science Fiction, Adventure",https://image.tmdb.org/t/p/original/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg
2016-12-21,The Autopsy of Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",41.313,3239,6.7,en,"Horror, Mystery",https://image.tmdb.org/t/p/original/l3FtocMcbhaVvGiPovBKEOjSTFu.jpg
2016-04-06,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",41.31,4151,6.3,en,"Action, Adventure, Drama",https://image.tmdb.org/t/p/original/ci1QXfBSUBVpLuzxi9A208uwUVi.jpg
2017-09-28,The Foreigner,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,41.302,1904,6.8,en,"Action, Thriller",https://image.tmdb.org/t/p/original/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg
2011-09-16,The Hidden Face,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,41.288,773,7.3,es,"Thriller, Mystery",https://image.tmdb.org/t/p/original/7aMvCD4TkQ8rKqrJiuPCJnHinrk.jpg
1994-03-29,The Tit and the Moon,A child does not stand the idea of having a new brother and dreams about drinking milk from the breasts of his mother again. The child asks the moon to bring him a tit only for him.,41.273,53,6.3,es,"Drama, Comedy",https://image.tmdb.org/t/p/original/hyUut0gpST6Vmn2IcNk13mNfOXO.jpg
2015-03-15,Beyond the Boundary: I'll Be Here – Past,"It all began quite suddenly. Akihito, who appears human but is actually half yomu with the power to quickly heal himself, sees a freshman girl who appears ready to jump from the school rooftop. The girl, Mirai, who has the ability to manipulate blood, which is unique even among members of the spirit world, continues to fight her isolation. Akihito decides at that moment to save Mirai, but disturbing events soon begin to unfold.",41.259,44,6.9,ja,"Animation, Fantasy, Action, Drama, Comedy",https://image.tmdb.org/t/p/original/z7RZrZDROuk0mgjvWYHIMRGB15l.jpg
2021-10-13,The Wolf and the Lion,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",41.25,74,7.2,en,"Adventure, Family",https://image.tmdb.org/t/p/original/aSRvK4kLJORBrVdlFn2wrGx8XPv.jpg
2005-11-06,Zathura: A Space Adventure,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",41.23,2610,6.4,en,"Family, Fantasy, Science Fiction, Adventure, Comedy",https://image.tmdb.org/t/p/original/g0HLEZfqJp5dRxMzkgZwW9puP7N.jpg
2021-11-11,Flashback,A woman lawyer travels back in time and crosses paths with other women in history who fought for women's rights.,41.223,61,6.0,fr,Comedy,https://image.tmdb.org/t/p/original/wLJEwWOUmHHBW2HxkP8LEoqvq1L.jpg
2005-10-30,American Pie Presents: Band Camp,"Everyone has 'moved on', except for Sherman and Jim Levenstein's still understanding father. Little Matt Stiffler wants to join his older brother Steve's business and, after everything Matt has heard from Jim's band-geek wife, he plans to go back to band camp and make a video of his own.",41.218,1716,5.5,en,Comedy,https://image.tmdb.org/t/p/original/NfxIDnzDCL8vSPjQAtetIzOAxE.jpg
2014-09-12,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",41.18,1763,6.7,en,"Drama, Crime",https://image.tmdb.org/t/p/original/tISeGHqQTzL91FVf8y6wyDU3TIO.jpg
2017-07-13,Shot Caller,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,41.163,1631,6.9,en,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/qLmLz2wtyYvmW8Ult3l2ngOnW8v.jpg
2012-09-14,Emperor,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",41.136,192,6.1,en,"Drama, History, War",https://image.tmdb.org/t/p/original/lKcRXcffQM2KxNruljrd7H3gUe5.jpg
2020-11-17,Playhouse,"Reckless Jack Travis is an irreverent horror writer notorious for scaring audiences. But as he obsesses over creating a new theatre show set in a haunted Scottish castle, demonic disturbances from deep within the walls begin to prey on his troubled daughter. When the alarming supernatural forces start to close in on him too, Jack is forced to reckon with the terrifying consequences of creating such a dark and macabre play. But will he realise the danger of unearthing a historic curse and stop writing before he damns himself, his personal sanity and those he loves forever?",41.114,21,5.5,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/cF4tZH8VQ6Lic3bi4WKwWDJODQf.jpg
2005-06-07,Mr. & Mrs. Smith,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",41.11,8430,6.7,en,"Action, Comedy, Drama, Thriller",https://image.tmdb.org/t/p/original/wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg
1999-06-18,"Sex, Shame & Tears","A comedic drama featuring two couples and two old friends in Mexico City. Tomas visits Carlos and Ana, while Miguel and Andrea are joined by Maria. The presence of guests triggers lust, rejection, infidelities, reconciliation and other consequences.",41.089,80,6.7,es,"Comedy, Drama, Romance",https://image.tmdb.org/t/p/original/sehBgUlOu9l6sdWG6iEIlVcyXHG.jpg
2005-01-22,Lilo & Stitch 2: Stitch Has a Glitch,"Now, we find the rowdy extraterrestrial getting used to life with his new ohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",41.085,1128,6.6,en,"Animation, Family, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/vcn7a7ENxi5TBTlka4wYLzmKQIp.jpg
2018-08-17,Alpha,"In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",41.068,2113,6.4,en,"Adventure, Drama",https://image.tmdb.org/t/p/original/afdZAIcAQscziqVtsEoh2PwsYTW.jpg
2012-03-15,Get the Gringo,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,41.059,1282,6.5,en,"Action, Thriller, Crime, Drama",https://image.tmdb.org/t/p/original/sLzL1xG6JgVEEQ4DqSJpnJw3D2A.jpg
1991-09-05,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",41.054,958,5.3,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/x4UxJS5mt4NOUrzQgX8fCys0908.jpg
2013-04-03,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",41.053,799,6.1,en,Drama,https://image.tmdb.org/t/p/original/hIQqIeG7Ude0QRUFntdLtsAUEBB.jpg
2018-11-16,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",41.044,8792,8.2,en,"Drama, Comedy",https://image.tmdb.org/t/p/original/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg
2002-07-03,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",41.014,8237,6.3,en,"Action, Adventure, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/enA22EPyzc2WQ1VVyY7zxresQQr.jpg
1964-08-27,Mary Poppins,A magical nanny employs music and adventure to help two neglected children become closer to their father.,40.992,3894,7.6,en,"Comedy, Family, Fantasy",https://image.tmdb.org/t/p/original/a5K7H3PDBG8G1B9TTD2efTR0f9Y.jpg
2020-04-03,Young Mother 5,"Ji-suk, a wealthy mother, wants to send her son, Se-hyuk, to the medical school. While looking for a competent private education coordination, Although it succeeded in recruiting a high-ranking entrance exam coordinator,'Starring', which only a few elite students selected. After hearing the rumors,'Namjae,' the father of Euntae, a high school examinee next door, hears rumors and comes to contact the main character. Like this, the parents of Se-hyeok and Eun-tae's neighbors 'Starring', who was in a difficult situation after entering a strange competition Eventually, I would share the day of the week to go to both houses to teach Se-hyuk and Eun-tae. Although they will agree with the two families, Eun Tae, who is a senior high school student, is in medical school. Not interested and only busy with high school girlfriends Se-hyuk starts talking to a beautiful tutor, starring than the entrance exam.",40.979,3,6.0,ko,"Drama, Romance",https://image.tmdb.org/t/p/original/ggvBofagO3rEs7bki3EqrNhBzNv.jpg
2021-05-04,Maggie Simpson in The Force Awakens from Its Nap,"In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy.",40.978,123,7.0,en,"Family, Animation, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/2xnf2ZaGXudvgBKPtVXMkNeooh1.jpg
2003-10-10,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",40.954,14358,8.0,en,"Action, Crime",https://image.tmdb.org/t/p/original/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg
2017-10-14,Fate/stay night: Heaven's Feel I. Presage Flower,"Shiro Emiya is a young magus who attends Homurahara Academy in Fuyuki City. One day after cleaning the Archery Dojo in his school, he catches a glimpse of a fight between superhuman beings, and he gets involved in the Holy Grail War, a ritual where magi called Masters fight each other with their Servants to win the Holy Grail. Shiro joins the battle to stop an evildoer from winning the Grail and to save innocent people, but everything goes wrong when a mysterious ""Shadow"" begins to indiscriminately kill people in Fuyuki...",40.952,143,7.5,ja,"Action, Animation, Drama, Fantasy, Romance",https://image.tmdb.org/t/p/original/6nEtmBg07DA5BWjcrmD49rxHsVQ.jpg
2021-06-04,Xtreme,"Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",40.937,189,6.6,es,"Action, Adventure, Crime",https://image.tmdb.org/t/p/original/cwUhVcDeMYYeu8fq5q1OPOoSbZ7.jpg
2020-01-27,His House,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",40.931,749,6.5,en,"Drama, Horror, Thriller",https://image.tmdb.org/t/p/original/s6XxJEe4ovVTMgmGmKeO87OFANU.jpg
2019-02-13,Innocent Witness,"An old man is found dead, and his housekeeper is charged with the murder. Her defense attorney is surprised to learn the only witness to the crime is a teenage girl with Asperger’s.",40.919,44,7.8,ko,Drama,https://image.tmdb.org/t/p/original/tmIWkYE9h0Ilbbe7xGTHjawa5QQ.jpg
2013-03-27,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",40.91,4798,5.6,en,"Science Fiction, Adventure, Action, Thriller",https://image.tmdb.org/t/p/original/3rWIZMzTKcCtV0eHJ70Z4Ru659f.jpg
